dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
05-07-2021,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,casual,66
05-07-2021,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0,casual,51
05-07-2021,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,casual,79
05-07-2021,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,casual,79
05-07-2021,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,casual,70
05-07-2021,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,casual,71
05-07-2021,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,casual,59
05-07-2021,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,casual,77
05-07-2021,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,casual,31
05-07-2021,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,casual,19
06-07-2021,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,casual,11
06-07-2021,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,casual,4
06-07-2021,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,casual,1
06-07-2021,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0,casual,0
06-07-2021,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,casual,0
06-07-2021,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,casual,5
06-07-2021,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,casual,9
06-07-2021,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0,casual,24
06-07-2021,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,casual,31
06-07-2021,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,casual,31
06-07-2021,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,casual,13
06-07-2021,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0,casual,24
06-07-2021,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,casual,38
06-07-2021,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,casual,33
06-07-2021,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,casual,50
06-07-2021,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,casual,55
06-07-2021,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,casual,57
06-07-2021,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,casual,79
06-07-2021,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,casual,77
06-07-2021,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,casual,71
06-07-2021,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,casual,55
06-07-2021,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,casual,66
06-07-2021,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,casual,30
06-07-2021,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,casual,20
07-07-2021,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,casual,6
07-07-2021,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,casual,2
07-07-2021,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,casual,1
07-07-2021,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,casual,2
07-07-2021,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,casual,0
07-07-2021,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,casual,2
07-07-2021,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,casual,11
07-07-2021,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,casual,13
07-07-2021,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,casual,28
07-07-2021,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,casual,25
07-07-2021,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0,casual,29
07-07-2021,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,casual,30
07-07-2021,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0,casual,32
07-07-2021,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0,casual,48
07-07-2021,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,casual,39
07-07-2021,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,casual,47
07-07-2021,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,casual,47
07-07-2021,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,casual,80
07-07-2021,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,casual,70
07-07-2021,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,casual,79
07-07-2021,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,casual,61
07-07-2021,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,casual,39
07-07-2021,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,casual,32
07-07-2021,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0,casual,31
08-07-2021,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,casual,6
08-07-2021,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0,casual,9
08-07-2021,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,casual,10
08-07-2021,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,casual,2
08-07-2021,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,casual,7
08-07-2021,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,casual,3
08-07-2021,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,casual,11
08-07-2021,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,casual,30
08-07-2021,3,0,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,casual,36
08-07-2021,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,casual,30
08-07-2021,3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,casual,30
08-07-2021,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,casual,61
08-07-2021,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,casual,49
08-07-2021,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,casual,54
08-07-2021,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,casual,53
08-07-2021,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,casual,39
08-07-2021,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,casual,27
08-07-2021,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,casual,6
08-07-2021,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,casual,35
08-07-2021,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,casual,45
08-07-2021,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,casual,30
08-07-2021,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,casual,46
08-07-2021,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,casual,33
08-07-2021,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,casual,40
09-07-2021,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,casual,31
09-07-2021,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,casual,5
09-07-2021,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,casual,12
09-07-2021,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,casual,7
09-07-2021,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,casual,2
09-07-2021,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,casual,4
09-07-2021,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,casual,11
09-07-2021,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,casual,21
09-07-2021,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,casual,68
09-07-2021,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,casual,77
09-07-2021,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,casual,87
09-07-2021,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,casual,101
09-07-2021,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,casual,145
09-07-2021,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,casual,167
09-07-2021,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,casual,158
09-07-2021,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,casual,182
09-07-2021,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0,casual,171
09-07-2021,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0,casual,160
09-07-2021,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,casual,132
09-07-2021,3,0,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,casual,128
09-07-2021,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,casual,129
09-07-2021,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,casual,83
09-07-2021,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,casual,60
09-07-2021,3,0,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,casual,47
10-07-2021,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,casual,42
10-07-2021,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,casual,19
10-07-2021,3,0,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,casual,28
10-07-2021,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,casual,6
10-07-2021,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,casual,0
10-07-2021,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0,casual,7
10-07-2021,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,casual,8
10-07-2021,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,casual,27
10-07-2021,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0,casual,27
10-07-2021,3,0,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,casual,62
10-07-2021,3,0,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,casual,95
10-07-2021,3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,casual,110
10-07-2021,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,casual,133
10-07-2021,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,casual,139
10-07-2021,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,casual,122
10-07-2021,3,0,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,casual,142
10-07-2021,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,casual,128
10-07-2021,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,casual,146
10-07-2021,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,casual,141
10-07-2021,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,casual,120
10-07-2021,3,0,7,20,0,0,0,1,0.76,0.697,0.55,0.194,casual,101
10-07-2021,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,casual,65
10-07-2021,3,0,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,casual,56
10-07-2021,3,0,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,casual,19
11-07-2021,3,0,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,casual,10
11-07-2021,3,0,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,casual,5
11-07-2021,3,0,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,casual,8
11-07-2021,3,0,7,3,0,1,1,1,0.68,0.6364,0.65,0.1642,casual,2
11-07-2021,3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,casual,0
11-07-2021,3,0,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343,casual,5
11-07-2021,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,casual,19
11-07-2021,3,0,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537,casual,28
11-07-2021,3,0,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,casual,35
11-07-2021,3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,casual,41
11-07-2021,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,casual,44
11-07-2021,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,casual,39
11-07-2021,3,0,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,casual,40
11-07-2021,3,0,7,13,0,1,1,1,0.86,0.8182,0.5,0.2537,casual,22
11-07-2021,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,casual,40
11-07-2021,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,casual,38
11-07-2021,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,casual,57
11-07-2021,3,0,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179,casual,59
11-07-2021,3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,casual,57
11-07-2021,3,0,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,casual,80
11-07-2021,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.4179,casual,42
11-07-2021,3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,casual,21
11-07-2021,3,0,7,22,0,1,1,1,0.72,0.697,0.74,0.1343,casual,20
11-07-2021,3,0,7,23,0,1,1,1,0.7,0.6667,0.79,0.1343,casual,11
12-07-2021,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,casual,3
12-07-2021,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,casual,6
12-07-2021,3,0,7,2,0,2,1,1,0.7,0.6667,0.79,0.1045,casual,2
12-07-2021,3,0,7,3,0,2,1,2,0.7,0.6667,0.79,0,casual,2
12-07-2021,3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,casual,0
12-07-2021,3,0,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,casual,4
12-07-2021,3,0,7,6,0,2,1,1,0.74,0.6818,0.58,0.2239,casual,13
12-07-2021,3,0,7,7,0,2,1,1,0.76,0.697,0.55,0.194,casual,29
12-07-2021,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,casual,35
12-07-2021,3,0,7,9,0,2,1,1,0.78,0.7273,0.55,0.4925,casual,27
12-07-2021,3,0,7,10,0,2,1,1,0.82,0.7727,0.52,0.1642,casual,38
12-07-2021,3,0,7,11,0,2,1,1,0.82,0.7727,0.52,0.1642,casual,39
12-07-2021,3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,casual,38
12-07-2021,3,0,7,13,0,2,1,1,0.86,0.803,0.47,0.2239,casual,32
12-07-2021,3,0,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,casual,33
12-07-2021,3,0,7,15,0,2,1,1,0.9,0.8485,0.42,0.3582,casual,37
12-07-2021,3,0,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,casual,25
12-07-2021,3,0,7,17,0,2,1,1,0.88,0.8182,0.44,0.2836,casual,48
12-07-2021,3,0,7,18,0,2,1,1,0.86,0.803,0.47,0.2985,casual,39
12-07-2021,3,0,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,casual,42
12-07-2021,3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.194,casual,57
12-07-2021,3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,casual,49
12-07-2021,3,0,7,22,0,2,1,1,0.8,0.7273,0.46,0.1343,casual,44
12-07-2021,3,0,7,23,0,2,1,1,0.78,0.7121,0.52,0,casual,20
13-07-2021,3,0,7,0,0,3,1,1,0.76,0.7121,0.62,0,casual,9
13-07-2021,3,0,7,1,0,3,1,1,0.76,0.697,0.55,0,casual,1
13-07-2021,3,0,7,2,0,3,1,1,0.76,0.697,0.55,0,casual,2
13-07-2021,3,0,7,3,0,3,1,1,0.74,0.6818,0.58,0.194,casual,0
13-07-2021,3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,casual,0
13-07-2021,3,0,7,5,0,3,1,1,0.74,0.6818,0.58,0.194,casual,4
13-07-2021,3,0,7,6,0,3,1,1,0.74,0.6818,0.58,0.1642,casual,18
13-07-2021,3,0,7,7,0,3,1,1,0.76,0.697,0.55,0.2537,casual,32
13-07-2021,3,0,7,8,0,3,1,1,0.8,0.7424,0.49,0.2537,casual,31
13-07-2021,3,0,7,9,0,3,1,1,0.82,0.7424,0.41,0.194,casual,23
13-07-2021,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,casual,33
13-07-2021,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,casual,55
13-07-2021,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,casual,40
13-07-2021,3,0,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,casual,39
13-07-2021,3,0,7,14,0,3,1,3,0.82,0.7576,0.46,0.1343,casual,27
13-07-2021,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,casual,13
13-07-2021,3,0,7,16,0,3,1,2,0.66,0.5909,0.89,0,casual,23
13-07-2021,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0,casual,70
13-07-2021,3,0,7,18,0,3,1,1,0.72,0.697,0.79,0.1343,casual,51
13-07-2021,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,casual,79
13-07-2021,3,0,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,casual,61
13-07-2021,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,casual,56
13-07-2021,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,casual,48
13-07-2021,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,casual,33
14-07-2021,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,casual,14
14-07-2021,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,casual,4
14-07-2021,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,casual,3
14-07-2021,3,0,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,casual,1
14-07-2021,3,0,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537,casual,0
14-07-2021,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,casual,6
14-07-2021,3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,casual,14
14-07-2021,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,casual,23
14-07-2021,3,0,7,8,0,4,1,1,0.64,0.6212,0.5,0.3582,casual,53
14-07-2021,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,casual,29
14-07-2021,3,0,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,casual,32
14-07-2021,3,0,7,11,0,4,1,1,0.72,0.6515,0.37,0.2239,casual,38
14-07-2021,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,casual,51
14-07-2021,3,0,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,casual,39
14-07-2021,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,casual,49
14-07-2021,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,casual,42
14-07-2021,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,casual,43
14-07-2021,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,casual,78
14-07-2021,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,casual,94
14-07-2021,3,0,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,casual,67
14-07-2021,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,casual,81
14-07-2021,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,casual,58
14-07-2021,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,casual,42
14-07-2021,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,casual,27
15-07-2021,3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,casual,23
15-07-2021,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,casual,7
15-07-2021,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,casual,16
15-07-2021,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,casual,1
15-07-2021,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,casual,2
15-07-2021,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,casual,7
15-07-2021,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,casual,12
15-07-2021,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,casual,17
15-07-2021,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,casual,50
15-07-2021,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,casual,31
15-07-2021,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,casual,59
15-07-2021,3,0,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,casual,73
15-07-2021,3,0,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,casual,61
15-07-2021,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,casual,85
15-07-2021,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,casual,105
15-07-2021,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,casual,74
15-07-2021,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,casual,96
15-07-2021,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,casual,104
15-07-2021,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,casual,102
15-07-2021,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,casual,114
15-07-2021,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,casual,92
15-07-2021,3,0,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,casual,75
15-07-2021,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,casual,71
15-07-2021,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,casual,41
16-07-2021,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,casual,42
16-07-2021,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,casual,24
16-07-2021,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,casual,10
16-07-2021,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,casual,6
16-07-2021,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,casual,9
16-07-2021,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,casual,4
16-07-2021,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,casual,16
16-07-2021,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,casual,14
16-07-2021,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,casual,37
16-07-2021,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,casual,72
16-07-2021,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,casual,114
16-07-2021,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,casual,171
16-07-2021,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,casual,187
16-07-2021,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,casual,221
16-07-2021,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,casual,201
16-07-2021,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,casual,205
16-07-2021,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,casual,183
16-07-2021,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,casual,234
16-07-2021,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,casual,185
16-07-2021,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,casual,164
16-07-2021,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,casual,108
16-07-2021,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,casual,85
16-07-2021,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,casual,65
16-07-2021,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,casual,61
17-07-2021,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,casual,34
17-07-2021,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,casual,16
17-07-2021,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,casual,28
17-07-2021,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,casual,21
17-07-2021,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,casual,4
17-07-2021,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,casual,4
17-07-2021,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,casual,10
17-07-2021,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,casual,20
17-07-2021,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,casual,45
17-07-2021,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,casual,74
17-07-2021,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,casual,127
17-07-2021,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,casual,147
17-07-2021,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,casual,177
17-07-2021,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,casual,200
17-07-2021,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,casual,168
17-07-2021,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,casual,129
17-07-2021,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,casual,129
17-07-2021,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,casual,133
17-07-2021,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,casual,147
17-07-2021,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,casual,145
17-07-2021,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,casual,85
17-07-2021,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,casual,59
17-07-2021,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,casual,65
17-07-2021,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,casual,39
18-07-2021,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,casual,21
18-07-2021,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,casual,17
18-07-2021,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,casual,2
18-07-2021,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,casual,3
18-07-2021,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,casual,1
18-07-2021,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,casual,2
18-07-2021,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,casual,10
18-07-2021,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,casual,22
